unique_id,cluster,full_name,first_and_surname,first_name,surname,dob,birth_place,postcode_fake,gender,occupation
Q485761-11,Q485761,frederick william frohawk,frederick frohawk,frederick,frohawk,,norfolk,nr20 3bs,male,
Q485761-12,Q485761,fredrick william frohawk,fredrick frohawk,fredrick,frohawk,1881-07-16,norfolk,nr20 3bs,female,
Q485761-13,Q485761,frohawk,frohawk,frohawk,,,norfolk,,,
Q485761-14,Q485761,,,,,,,nr11 8pw,male,
Q1233791-1,Q1233791,alfred chilton pearson,alfred pearson,alfred,pearson,1861-10-08,london,se1 7sg,male,translator
Q1233791-2,Q1233791,alfred chilton pearson,alfred pearson,alfred,pearson,1861-10-08,london,se1 7sg,male,translator
Q1233791-3,Q1233791,alfred chilton pearson,alfred pearson,alfred,pearson,1861-10-08,london,se1 7sg,male,translator
Q1233791-4,Q1233791,alfred pearson,alfred pearson,alfred,pearson,1861-10-08,london,se1 7sg,male,classical philologist
Q1233791-5,Q1233791,alfred pearson,alfred pearson,alfred,pearson,1861-10-08,london,se1 7sg,male,translator
Q1233791-6,Q1233791,alfred pearson,alfred pearson,alfred,pearson,1861-10-08,london,,male,translator
Q1233791-7,Q1233791,fred chilton pearson,fred pearson,fred,pearson,1861-10-08,london,se1 7sg,male,translator
Q1233791-8,Q1233791,alfred pearson,alfred pearson,alfred,pearson,1861-10-08,london,se1 7sg,female,
Q1233791-9,Q1233791,fred pearson,fred pearson,fred,pearson,1861-10-08,london,se1 7sg,,
Q1233791-10,Q1233791,chilton pearson,chilton pearson,chilton,pearson,1861-10-08,london,se1 7sg,male,translator
Q1233791-11,Q1233791,fred pearson,fred pearson,fred,pearson,,london,,male,
Q1233791-12,Q1233791,fred pearson,fred pearson,fred,pearson,1861-10-08,london,se1 7sg,,barrister
Q1233791-13,Q1233791,a. pearson,a. pearson,a.,pearson,1861-10-06,,,male,
Q1233791-14,Q1233791,a. c. pearson,a. pearson,a.,pearson,,london,se1 7sg,male,
Q1233791-15,Q1233791,alfred chilton pearson,alfred pearson,alfred,pearson,1861-10-08,london,sw17 0qt,male,
Q1233791-16,Q1233791,fred pearson,fred pearson,fred,pearson,1861-10-09,london,,,barrister
Q1233791-17,Q1233791,fred,fred,fred,,,,,male,barrister
Q21466219-1,Q21466219,harold steward rathbone,harold rathbone,harold,rathbone,1858-01-01,gwynedd,ll35 0rd,male,painter
Q21466219-2,Q21466219,harold s. rathbone,harold rathbone,harold,rathbone,1858-01-01,gwynedd,ll35 0rd,male,painter
Q21466219-3,Q21466219,harry rathbone,harry rathbone,harry,rathbone,1858-01-01,gwynedd,ll35 0rd,male,painter
Q21466219-4,Q21466219,harold steward rathbone,harold rathbone,harold,rathbone,1858-01-01,,ll35 0rd,,
Q21466219-5,Q21466219,haeold rathbone,haeold rathbone,haeold,rathbone,1858-04-01,gwynedd,,male,painter
Q21466219-6,Q21466219,harold rathbone,harold rathbone,harold,rathbone,1859-01-01,,,male,
Q15960716-1,Q15960716,mary eliza kennard,mary kennard,mary,kennard,1850-01-01,three rivers,wd3 8le,female,novelist
Q15960716-2,Q15960716,mary eliza kennard,mary kennard,mary,kennard,1850-01-01,three rivers,wd3 8le,female,novelist
Q15960716-3,Q15960716,mary eliza kennard,mary kennard,mary,kennard,1850-01-01,three rivers,wd3 8le,female,novelist
Q15960716-4,Q15960716,mary kennard,mary kennard,mary,kennard,1852-01-01,three rivers,wd3 8le,female,novelist
Q15960716-5,Q15960716,mary kennard,mary kennard,mary,kennard,,three rivers,wd3 8le,female,novelist
Q15960716-6,Q15960716,mary eliza kennard,mary kennard,mary,kennard,1850-01-01,three rivers,wd3 8le,female,novelist
Q15960716-7,Q15960716,mary eliza kennard,mary kennard,mary,kennard,1850-01-81,three rivers,wd3 8le,female,novelist
Q15960716-8,Q15960716,mary eliza kennard,mary kennard,mary,kennard,1850-01-01,,wd3 8le,male,novelist
Q15960716-9,Q15960716,mary eliza kennard,mary kennard,mary,kennard,1850-01-01,three rivers,wd3 5et,female,novelist
Q15960716-10,Q15960716,mary eliza faber,mary faber,mary,faber,,chorleywood,,female,novelist
Q15960716-11,Q15960716,mrs kennard,mrs kennard,mrs,kennard,1850-01-04,three rivers,wd3 8le,,
Q15960716-12,Q15960716,mary kennard,mary kennard,mary,kennard,1858-01-01,three rivers,wd3 8le,female,
Q15960716-13,Q15960716,mary kennard,mary kennard,mary,kennard,,three rivers,wd3 8le,,novelist
Q15960716-14,Q15960716,mrs kennard,mrs kennard,mrs,kennard,1850-07-01,three rivers,,female,
Q15960716-15,Q15960716,mzry kennard,mzry kennard,mzry,kennard,1850-01-01,three rivers,,female,novelist
Q15960716-16,Q15960716,edward liza kennard,edward kennard,edward,kennard,1850-01-04,three rivers,,,
Q15960716-17,Q15960716,mary eliza faber,mary faber,mary,faber,,,,male,
Q15960716-18,Q15960716,maria faber,maria faber,maria,faber,1850-01-01,three rivers,wd3 5et,female,
Q15960716-19,Q15960716,mary liza faber,mary faber,mary,faber,,chorleywood,,,novelist
Q7660045-1,Q7660045,sydney morse,sydney morse,sydney,morse,1854-06-01,birmingham,b5 5ph,male,
Q7660045-2,Q7660045,sidney morse,sidney morse,sidney,morse,1854-06-01,birmingham,b5 5jh,male,
Q7660045-3,Q7660045,zydney morse,zydney morse,zydney,morse,,,,,
Q1607068-1,Q1607068,henry m. cadell,henry cadell,henry,cadell,1860-05-30,dover,ct14 7ew,male,geographer
Q1607068-2,Q1607068,henry m. cadell,henry cadell,henry,cadell,1860-05-30,dover,ct14 7ew,male,geographer
Q1607068-3,Q1607068,h.m. cadell,h.m. cadell,h.m.,cadell,,walmer,,,
Q2385895-1,Q2385895,charles henry tilson marshall,charles marshall,charles,marshall,1841-01-01,hambleton,dl8 2sf,male,ornithologist
Q2385895-2,Q2385895,carl harry marshall,carl marshall,carl,marshall,1841-01-01,hambleton,dl8 2sf,male,ornithologist
Q2385895-3,Q2385895,charles tilson marshall,charles marshall,charles,marshall,1841-01-01,hambleton,dl8 2sf,male,ornithologist
Q2385895-4,Q2385895,charles henry marshall,charles marshall,charles,marshall,1841-01-01,hambleton,dl8 2sf,male,ornithologist
Q2385895-5,Q2385895,charlie henry tilson marshall,charlie marshall,charlie,marshall,,hambleton,dl8 2sf,male,ornithologist
Q2385895-6,Q2385895,charles henry tilson marshall,charles marshall,charles,marshall,1841-01-01,hambleton,dl8 2sf,male,ornithologist
Q2385895-7,Q2385895,charles harry tilson marshall,charles marshall,charles,marshall,1851-01-01,hambleton,dl8 2sf,male,ornithologist
Q2385895-8,Q2385895,fharles tilson marshall,fharles marshall,fharles,marshall,1841-01-01,hambleton,dl8 2sf,male,ornithologist
Q2385895-9,Q2385895,charlie henry tilson marshall,charlie marshall,charlie,marshall,1841-11-01,hambleton,dl8 2sf,male,
Q2385895-10,Q2385895,charles henry tilson marshall,charles marshall,charles,marshall,1841-01-81,firby,dl8 2sf,male,ornithologist
Q2385895-11,Q2385895,charles marshall,charles marshall,charles,marshall,1841-01-01,hambleton,dl8 1rd,male,ornithologist
Q2385895-12,Q2385895,charley marshall,charley marshall,charley,marshall,,hambleton,dl8 2sf,male,ornithologist
Q2385895-13,Q2385895,charles tilson,charles tilson,charles,tilson,1841-01-01,firby,dl8 2sf,,
Q2385895-14,Q2385895,charlie henry marshall,charlie marshall,charlie,marshall,1841-01-01,hambleton,dl8 2sf,male,
Q2385895-15,Q2385895,charles henry,charles henry,charles,henry,,,,,
Q2385895-16,Q2385895,marshall,marshall,marshall,,,hambleton,,male,
Q2385895-17,Q2385895,charlie marshall,charlie marshall,charlie,marshall,1811-01-01,hambleton,yo61 2rz,,ornithologist
Q2385895-18,Q2385895,charles harry marshall,charles marshall,charles,marshall,,hambleton,dl7 9sy,,
Q2385895-19,Q2385895,charley tilson marshall,charley marshall,charley,marshall,1851-01-01,hambleton,,,
Q2385895-20,Q2385895,charlie harold tilson marshall,charlie marshall,charlie,marshall,,,,,ornithologist
Q2385895-21,Q2385895,charlie marshall,charlie marshall,charlie,marshall,,,,,
Q450199-1,Q450199,william davenant,william davenant,william,davenant,1606-02-01,oxford,ox1 1hz,male,
Q450199-2,Q450199,william davenant,william davenant,william,davenant,1606-02-01,oxford,ox1 1hz,male,
Q450199-3,Q450199,william,william,william,,1606-02-01,oxford,ox1 1hz,male,
Q450199-4,Q450199,william davenant,william davenant,william,davenant,1609-02-01,oxford,ox1 1hz,male,
Q450199-5,Q450199,willy davenant,willy davenant,willy,davenant,1606-02-01,oxford,ox1 1hz,male,
Q450199-6,Q450199,willie davenant,willie davenant,willie,davenant,,oxford,ox1 2hz,male,
Q450199-7,Q450199,will davenant,will davenant,will,davenant,1606-02-01,,,,
Q28966343-1,Q28966343,st john boultbee,st boultbee,st,boultbee,1843-04-30,west oxfordshire,ox7 5px,male,cricketer
Q28966343-2,Q28966343,st john boultbee,st boultbee,st,boultbee,1843-04-30,west oxfordshire,ox7 5px,male,cricketer
Q28966343-3,Q28966343,st john boultbee,st boultbee,st,boultbee,1843-04-38,west oxfordshire,,male,cricketer
Q28966343-4,Q28966343,st boultbee,st boultbee,st,boultbee,,,ox7 5px,male,cricketer
Q18735703-1,Q18735703,william farrer,william farrer,william,farrer,1861-01-01,rushmoor,gu14 8bu,male,
Q18735703-2,Q18735703,william farrer,william farrer,william,farrer,1881-01-01,rushmoor,gu14 8bu,male,
Q18735703-3,Q18735703,gwilym farrer,gwilym farrer,gwilym,farrer,1881-01-01,rushmoor,,,
Q15909904-1,Q15909904,john reeve,john reeve,john,reeve,1608-01-01,haringey,n17 6hy,male,
Q15909904-2,Q15909904,john reeve,john reeve,john,reeve,1608-01-01,haringey,n17 6hy,male,
Q15909904-3,Q15909904,john reeve,john reeve,john,reeve,1608-01-01,haringey,n17 6hy,,
Q15909904-4,Q15909904,john reeves,john reeves,john,reeves,1608-01-01,haringey,n17 6hy,male,
Q15909904-5,Q15909904,john reeve,john reeve,john,reeve,1608-01-01,haringey,,male,
Q15909904-6,Q15909904,john reeve,john reeve,john,reeve,1608-01-01,haringey,n17 6hy,male,
Q15909904-7,Q15909904,john reeve,john reeve,john,reeve,1608-01-01,haringey,n17 6hy,male,
Q15909904-8,Q15909904,john reeve,john reeve,john,reeve,1608-01-01,haringey,n17 6hy,male,
Q15909904-9,Q15909904,john reeves,john reeves,john,reeves,1608-01-01,haringey,n17 6hy,male,
Q15909904-10,Q15909904,jean,jean,jean,,1608-01-01,,n17 6na,male,
Q15909904-11,Q15909904,john reeves,john reeves,john,reeves,,haringey,n17 6hy,male,
Q15909904-12,Q15909904,john reeve,john reeve,john,reeve,1607-01-01,haringey,,male,
Q15909904-13,Q15909904,jean reeves,jean reeves,jean,reeves,1608-01-01,haringey,n17 6hy,male,
Q15909904-14,Q15909904,jogn reeve,jogn reeve,jogn,reeve,1608-00-01,haringey,n17 6hy,male,
Q15909904-15,Q15909904,jean reeve,jean reeve,jean,reeve,1608-01-01,haringey,,male,
Q15909904-16,Q15909904,joan reeves,joan reeves,joan,reeves,1608-02-01,,,male,
Q15909904-17,Q15909904,john reeves,john reeves,john,reeves,1608-01-01,haringey,n17 6hy,male,
Q15909904-18,Q15909904,john reeve,john reeve,john,reeve,1608-01-01,haringey,,male,
Q15909904-19,Q15909904,ian reeve,ian reeve,ian,reeve,1606-01-01,haringey,,male,
Q15909904-20,Q15909904,reeves,reeves,reeves,,1608-01-01,haringey,,,
Q20804689-1,Q20804689,alfred thomas davies,alfred davies,alfred,davies,1861-03-11,liverpool,l3 1dl,male,solicitor
Q20804689-2,Q20804689,alfred davies,alfred davies,alfred,davies,1861-03-11,liverpool,l3 1dl,male,civil servant
Q20804689-3,Q20804689,alfred thomas davies,alfred davies,alfred,davies,1861-03-11,liverpool,l3 1dl,male,solicitor
Q20804689-4,Q20804689,alfred thomas davies,alfred davies,alfred,davies,1861-03-11,liverpool,l3 1qy,male,solicitor
Q20804689-5,Q20804689,alfred t. davies,alfred davies,alfred,davies,,liverpool,l3 1dl,male,solicitor
Q20804689-6,Q20804689,fred davies,fred davies,fred,davies,1861-23-11,liverpool,l3 1dl,,civil servant
Q20804689-7,Q20804689,fred davis,fred davis,fred,davis,1861-03-11,liverpool,l3 1dl,male,civil servant
Q20804689-8,Q20804689,alfred tom davis,alfred davis,alfred,davis,,,l3 1dl,male,solicitor
Q20732788-1,Q20732788,david david williams,david williams,david,williams,1862-01-01,winchester,so22 5bz,male,minister
Q20732788-2,Q20732788,davey william,davey william,davey,william,1862-01-01,winchester,so22 5bz,male,minister
Q20732788-3,Q20732788,david,david,david,,,winchester,so22 5bz,male,minister
Q20732788-4,Q20732788,david williams,david williams,david,williams,1862-01-01,,so22 5bn,male,
Q20732788-5,Q20732788,david david williams,david williams,david,williams,1862-01-01,,so22 5bh,male,author
Q20732788-6,Q20732788,david williams,david williams,david,williams,,winchester,so22 5bz,male,minister
Q20732788-7,Q20732788,davy david william,davy william,davy,william,1865-01-01,,,male,minister
Q20732788-8,Q20732788,dave william,dave william,dave,william,1862-01-01,winchester,gu32 1bs,,minister
Q20732788-9,Q20732788,dave dave william,dave william,dave,william,,winchester,so22 5bh,,minister
Q20732788-10,Q20732788,dave william,dave william,dave,william,1862-02-01,winchester,,female,
Q20732788-11,Q20732788,davy william,davy william,davy,william,1862-01-81,winchester,so22 5bz,female,
Q5342762-1,Q5342762,edward elliott,edward elliott,edward,elliott,1800-01-01,richmond upon thames,tw9 4ed,male,songwriter
Q5342762-2,Q5342762,edward elliott,edward elliott,edward,elliott,1800-01-01,richmond upon thames,tw9 4ed,male,songwriter
Q5342762-3,Q5342762,edward elliott,edward elliott,edward,elliott,1800-01-01,richmond upon thames,tw9 4ed,male,songwriter
Q5342762-4,Q5342762,edward elliott,edward elliott,edward,elliott,1810-01-01,richmond upon thames,tw9 4ed,male,singer
Q5342762-5,Q5342762,edward,edward,edward,,,,tw9 4ed,male,songwriter
Q5342762-6,Q5342762,elliott,elliott,elliott,,1800-01-01,richmond upon thames,,,songwriter
Q5342762-7,Q5342762,elliot,elliot,elliot,,,richmond upon thames,tw9 4ed,,
Q6253053-1,Q6253053,john houfton,john houfton,john,houfton,1857-12-13,doncaster,s66 7an,male,businessperson
Q6253053-2,Q6253053,john houfton,john houfton,john,houfton,1857-12-13,doncaster,s66 7an,male,businessperson
Q6253053-3,Q6253053,john houfton,john houfton,john,houfton,1827-12-13,doncaster,,,
Q16029456-1,Q16029456,george vere benson,george benson,george,benson,1847-01-01,medway,me8 8nx,male,coroner
Q16029456-2,Q16029456,george vere benson,george benson,george,benson,1847-01-01,medway,me8 8nx,male,coroner
Q16029456-3,Q16029456,george vere benson,george benson,george,benson,1847-01-01,medway,me8 8nx,male,coroner
Q16029456-4,Q16029456,george benson,george benson,george,benson,1847-01-01,medway,me8 8nx,male,
Q16029456-5,Q16029456,georgina vere benson,georgina benson,georgina,benson,,medway,,male,
Q16029456-6,Q16029456,george ve5e benson,george benson,george,benson,1847-01-01,medway,me8 8nx,,
Q4722516-1,Q4722516,alfred davenport,alfred davenport,alfred,davenport,1849-05-05,oxford,ox2 6jw,male,rugby union player
Q4722516-2,Q4722516,fred davenport,fred davenport,fred,davenport,1849-05-05,oxford,ox2 6jw,male,rugby union player
Q4722516-3,Q4722516,alfred davenport,alfred davenport,alfred,davenport,,oxford,,male,rugby union player
Q4722516-4,Q4722516,alfred davenport,alfred davenport,alfred,davenport,1849-15-05,oxford,ox2 6jw,male,rugby union player
Q4722516-5,Q4722516,alfred davenport,alfred davenport,alfred,davenport,1848-05-05,oxford,,male,rugby union player
Q4722516-6,Q4722516,alfie davenport,alfie davenport,alfie,davenport,1848-05-05,oxford,,female,
Q4722516-7,Q4722516,fred davenport,fred davenport,fred,davenport,,,,male,
Q4722516-8,Q4722516,algred,algred,algred,,1849-05-15,,,,
Q609328-1,Q609328,john lavery,john lavery,john,lavery,1856-03-20,belfast,bt13 1al,male,painter
Q609328-2,Q609328,john lavery,john lavery,john,lavery,1856-03-20,belfast,bt13 1al,male,painter
Q609328-3,Q609328,john lavery,john lavery,john,lavery,1856-03-20,belfast,bt13 1al,male,painter
Q609328-4,Q609328,john lavery,john lavery,john,lavery,1856-03-20,belfast,bt1 2gy,male,painter
Q609328-5,Q609328,sir lavery,sir lavery,sir,lavery,1856-03-20,belfast,bt13 1al,male,painter
Q609328-6,Q609328,j. lavery,j. lavery,j.,lavery,1856-03-20,belfast,,male,painter
Q609328-7,Q609328,john lavery,john lavery,john,lavery,,belfast,bt13 1al,male,painter
Q609328-8,Q609328,john lavery,john lavery,john,lavery,1858-03-20,,bt13 1al,,painter
Q609328-9,Q609328,sir lavery,sir lavery,sir,lavery,1856-23-20,belfast,,male,
Q609328-10,Q609328,j. lavery,j. lavery,j.,lavery,1856-03-20,belfast,,,
Q609328-11,Q609328,john h. lavery,john lavery,john,lavery,1856-03-20,belfast,bt12 1al,male,painter
Q609328-12,Q609328,j. lavery,j. lavery,j.,lavery,1856-03-20,belfast,bt1 2fl,male,
Q609328-13,Q609328,john r.h. lavery,john lavery,john,lavery,1856-03-20,belfast,,male,painter
Q609328-14,Q609328,sir lavery,sir lavery,sir,lavery,1856-06-20,belfast,bt13 1al,male,
Q609328-15,Q609328,joan lavery,joan lavery,joan,lavery,1856-03-20,belfast,,,painter
Q609328-16,Q609328,john lavery,john lavery,john,lavery,1856-83-20,belfast,bt28 3sx,male,painter
Q609328-17,Q609328,sir john lavery,sir lavery,sir,lavery,1826-03-20,,bt13 1al,,
Q16030185-1,Q16030185,john thornton masser,john masser,john,masser,1855-06-24,forest of dean,gl14 2te,male,composer
Q16030185-2,Q16030185,john thornton masser,john masser,john,masser,1855-06-24,forest of dean,gl14 2te,male,composer
Q16030185-3,Q16030185,john masser,john masser,john,masser,1855-06-24,,gl14 2te,male,composer
Q16030185-4,Q16030185,john masser,john masser,john,masser,1855-06-24,forest of dean,,male,composer
Q16030185-5,Q16030185,ian masser,ian masser,ian,masser,1855-06-24,forest of dean,np25 3ss,male,composer
Q16030185-6,Q16030185,joan thornton masser,joan masser,joan,masser,1854-06-24,forest of dean,gl14 2te,male,composer
Q16030185-7,Q16030185,ian masser,ian masser,ian,masser,1885-06-24,forest of dean,hr8 2te,male,
Q16030185-8,Q16030185,john tho4nton masser,john masser,john,masser,,forest of dean,gl14 2te,male,composer
Q16030185-9,Q16030185,thornton masser,thornton masser,thornton,masser,,forest of dean,,female,composer
Q16030185-10,Q16030185,jack thornton,jack thornton,jack,thornton,1855-06-24,forest of dean,,,
Q16030185-11,Q16030185,jean masser,jean masser,jean,masser,1855-06-25,cinderford,hr8 2te,male,
Q6180874-1,Q6180874,richard slater,richard slater,richard,slater,1854-01-01,st albans,al3 7rq,male,hymnwriter
Q6180874-2,Q6180874,richard slater,richard slater,richard,slater,1854-01-01,st albans,al3 7rq,male,hymnwriter
Q6180874-3,Q6180874,richard slater,richard slater,richard,slater,1854-01-81,st albans,al3 7rq,male,hymnwriter
Q6180874-4,Q6180874,richard slater,richard slater,richard,slater,1854-01-01,st albans,al3 7al,male,hymnwriter
Q6180874-5,Q6180874,richard slater,richard slater,richard,slater,1854-01-01,st albans,al3 7al,male,hymnwriter
Q6180874-6,Q6180874,richard slater,richard slater,richard,slater,1854-07-01,st albans,al3 7rq,male,hymnwriter
Q6180874-7,Q6180874,richard slater,richard slater,richard,slater,1854-01-01,redbourn,al3 7rq,,hymnwriter
Q6180874-8,Q6180874,richard slater,richard slater,richard,slater,1857-01-01,st albans,al3 7rq,female,hymnwriter
Q6180874-9,Q6180874,richard slarer,richard slarer,richard,slarer,,redbourn,al3 7rq,,hymnwriter
Q6180874-10,Q6180874,richard slater,richard slater,richard,slater,1854-01-02,st albans,al3 7pf,male,hymnwriter
Q6180874-11,Q6180874,richard slater,richard slater,richard,slater,1854-01-01,,al5 2ay,male,
Q6180874-12,Q6180874,richard slater,richard slater,richard,slater,1854-01-01,st albans,al5 2ay,male,hymnwriter
Q6180874-13,Q6180874,richard slwter,richard slwter,richard,slwter,1854-01-81,,al3 7rq,male,hymnwriter
Q6180874-14,Q6180874,rivhard slater,rivhard slater,rivhard,slater,1854-01-01,redbourn,al3 7rq,,
Q6180874-15,Q6180874,rick,rick,rick,,1854-01-01,redbourn,,,hymnwriter
Q6180874-16,Q6180874,ricky slater,ricky slater,ricky,slater,1854-01-01,,al3 7rq,female,hymnwriter
Q6180874-17,Q6180874,dick slater,dick slater,dick,slater,1855-01-01,st albans,al3 7rq,,
Q6180874-18,Q6180874,richard skater,richard skater,richard,skater,1884-01-01,redbourn,,male,hymnwriter
Q6180874-19,Q6180874,slater,slater,slater,,1854-01-01,st albans,al3 7rq,male,hymnwriter
Q6180874-20,Q6180874,dick slater,dick slater,dick,slater,1854-01-01,,,,
Q8010084-1,Q8010084,william graham nicholson,william nicholson,william,nicholson,1862-03-11,eden,ca11 8ng,male,politician
Q8010084-2,Q8010084,william graham nicholson,william nicholson,william,nicholson,1862-03-11,eden,ca11 8ng,male,politician
Q8010084-3,Q8010084,william nicholson,william nicholson,william,nicholson,1862-03-11,eden,ca11 8ng,,politician
Q8010084-4,Q8010084,william graham nicholson,william nicholson,william,nicholson,,eden,ca11 8ng,male,politician
Q8010084-5,Q8010084,bill nicolson,bill nicolson,bill,nicolson,1892-03-11,penrith,ca11 8ng,,politician
Q4786274-1,Q4786274,"archibald corbett, 1st baron rowallan",archibald rowallan,archibald,rowallan,1856-05-23,rochdale,ol15 8pe,male,politician
Q4786274-2,Q4786274,"archibald corbett, rowallan",archibald rowallan,archibald,rowallan,1856-05-23,rochdale,ol15 8pe,male,politician
Q4786274-3,Q4786274,archibald rowallan,archibald rowallan,archibald,rowallan,1856-05-23,rochdale,ol15 8pe,male,politician
Q4786274-4,Q4786274,archibald baron rowallan,archibald rowallan,archibald,rowallan,1856-05-23,rochdale,ol15 8pe,male,politician
Q4786274-5,Q4786274,"archibald corbett, 1st baron rowallan",archibald rowallan,archibald,rowallan,1856-06-23,rochdale,ol15 8pe,male,
Q4786274-6,Q4786274,archibald 1st rowallan,archibald rowallan,archibald,rowallan,1853-05-23,rochdale,,female,
Q4786274-7,Q4786274,"archie corbett, baron corbet",archie corbet,archie,corbet,1856-05-23,rochdale,ol25 8pe,,
Q4786274-8,Q4786274,archie 1st baron corbet rowallan,archie rowallan,archie,rowallan,,rochdale,ol15 8pe,,
Q4786274-9,Q4786274,"archie corbett, baron rowallan",archie rowallan,archie,rowallan,,rochdale,ol15 8rt,,
Q4786274-10,Q4786274,archie corbet,archie corbet,archie,corbet,1856-02-23,rochdale,,male,
Q4786274-11,Q4786274,archie 1st baron rowallan,archie rowallan,archie,rowallan,,rochdale,,,
Q1512-1,Q1512,robert louis stevenson,robert stevenson,robert,stevenson,1850-11-13,edinburgh,eh4 1hw,male,essayist
Q1512-2,Q1512,rl bobby stephenson,rl stephenson,rl,stephenson,1850-11-13,edinburgh,eh4 1hw,male,essayist
Q1512-3,Q1512,robert louis stevenson,robert stevenson,robert,stevenson,1850-11-13,edinburgh,eh4 1hw,male,essayist
Q1512-4,Q1512,robert louis stevenson,robert stevenson,robert,stevenson,1820-11-13,edinburgh,eh4 1hw,male,essayist
Q1512-5,Q1512,robert,robert,robert,,,edinburgh,eh4 1hw,,
Q1512-6,Q1512,robert balfour stevenson,robert stevenson,robert,stevenson,1850-11-13,city of edinburgh,eh4 1hw,male,essayist
Q1512-7,Q1512,robert stevenson,robert stevenson,robert,stevenson,1850-11-13,edinburgh,eh3 8eh,male,songwriter
Q1512-8,Q1512,robert stevenson,robert stevenson,robert,stevenson,1850-11-13,edinburgh,eh4 1hw,male,songwriter
Q1512-9,Q1512,bobby stivenson,bobby stivenson,bobby,stivenson,,edinburgh,eh4 1hw,male,novelist
Q1512-10,Q1512,robert louis stevenson,robert stevenson,robert,stevenson,,edinburgh,eh4 1hw,,children's writer
Q1512-11,Q1512,stevenson,stevenson,stevenson,,,edinburgh,eh4 1hw,male,novelist
Q1512-12,Q1512,bob lewis stephenson,bob stephenson,bob,stephenson,1850-11-03,edinburgh,e5 0ry,male,
Q1512-13,Q1512,bobby lewis stephenson rls,bobby rls,bobby,rls,1850-11-13,edinburgh,,male,writer
Q1512-14,Q1512,balfour stevenson,balfour stevenson,balfour,stevenson,1850-11-13,city of edinburgh,eh4 1hw,male,
Q1512-15,Q1512,robert stivenson,robert stivenson,robert,stivenson,,edinburgh,eh4 1hr,,songwriter
Q1512-16,Q1512,bobby stephenson stivenson,bobby stivenson,bobby,stivenson,1852-11-13,edinburgh,eh4 1hw,,songwriter
Q1512-17,Q1512,robert loui sitivensin,robert sitivensin,robert,sitivensin,1850-17-13,,bh4 8an,,short story writer
Q1512-18,Q1512,stivenson,stivenson,stivenson,,,edinburgh,bh4 8an,male,
Q347133-1,Q347133,"george boleyn, viscount rochford",george rochford,george,rochford,1504-01-01,blickling hall,nr11 6pt,male,diplomat
Q347133-2,Q347133,george rochford,george rochford,george,rochford,1504-01-01,blickling hall,nr11 6pt,male,diplomat
Q347133-3,Q347133,george viscount rochford,george rochford,george,rochford,1504-01-01,blickling hall,nr11 6pt,male,diplomat
Q347133-4,Q347133,george viscount rochford,george rochford,george,rochford,1504-01-01,blickling hall,nr11 6pt,,politician
Q347133-5,Q347133,"george boleyn, viscount rochford",george rochford,george,rochford,1504-01-01,blickling hall,,male,diplomat
Q347133-6,Q347133,george,george,george,,1504-01-01,blickling hall,nr11 6pt,male,diplomat
